FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
moraine_bay-9453443-usa-noaa,Moraine_Bay,9453443,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  59.93000000,-141.36300000,Unspecified,2002/01/01 01:00:00,2002/07/15 03:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
dog_island-8728408-usa-noaa,Dog_Island,8728408,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  29.81000000, -84.58500000,Unspecified,1979/01/01 01:00:00,1979/04/02 17:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
navy_seaplane_basin_boathouse-8577385-usa-noaa,Navy_Seaplane_Basin_Boathouse,8577385,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.27170000, -76.39670000,Unspecified,1981/01/01 01:00:00,1981/10/23 04:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
blue_fjord-9454818-usa-noaa,Blue_Fjord,9454818,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.49170000,-148.24200000,Unspecified,1997/01/01 01:00:00,1997/10/31 00:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_audrey-9454673-usa-noaa,Port_Audrey,9454673,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.34330000,-147.76800000,Unspecified,1998/01/01 01:00:00,1998/09/15 18:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
akutan-9462694-usa-noaa,Akutan,9462694,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  54.13328000,-165.80000000,Unspecified,2009/01/01 01:00:00,2009/05/01 00:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vicinity_of_uno_chef_menteur-8761385-usa-noaa,Vicinity_Of_Uno_Chef_Menteur,8761385,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  30.06875000, -89.80208300,Unspecified,2014/01/01 01:00:00,2014/11/20 16:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pavonia-8538779-usa-noaa,Pavonia,8538779,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.96170000, -75.09830000,Unspecified,1980/01/01 01:00:00,1980/08/05 14:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
shakan_strait_northeast_end-9450987-usa-noaa,Shakan_Strait_Northeast_End,9450987,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.14830000,-133.46000000,Unspecified,1998/01/01 01:00:00,1998/06/11 22:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
fort_kamehameha-1612366-usa-noaa,Fort_Kamehameha,1612366,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  21.33000000,-157.96700000,Unspecified,1987/01/01 01:00:00,1987/03/24 20:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sergius_narrows-9451853-usa-noaa,Sergius_Narrows,9451853,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  57.41000000,-135.62700000,Unspecified,2002/01/01 01:00:00,2002/05/26 14:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
chinulna_point-9455735-usa-noaa,Chinulna_Point,9455735,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.50330000,-151.28300000,Unspecified,1995/01/01 01:00:00,1995/07/21 17:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
young_bay-9452249-usa-noaa,Young_Bay,9452249,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  58.18330000,-134.58700000,Unspecified,1997/01/01 01:00:00,1997/05/15 17:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
marco-8724991-usa-noaa,Marco,8724991,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  25.97170000, -81.72830000,Unspecified,1989/01/01 01:00:00,1989/08/02 11:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
dry_pass-9450998-usa-noaa,Dry_Pass,9450998,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.16330000,-133.41300000,Unspecified,2012/01/01 01:00:00,2012/07/31 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
foulweather_bluff-9445016-usa-noaa,Foulweather_Bluff,9445016,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  47.92670000,-122.61700000,Unspecified,2012/01/01 01:00:00,2012/06/05 22:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
chance-8571351-usa-noaa,Chance,8571351,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.17170000, -75.94500000,Unspecified,1981/01/01 01:00:00,1981/12/02 17:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ford_island-1612404-usa-noaa,Ford_Island,1612404,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  21.36830000,-157.94000000,Unspecified,1987/01/01 01:00:00,1987/03/23 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
new_point-8637590-usa-noaa,New_Point,8637590,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  37.25670000, -76.22170000,Unspecified,1981/01/01 01:00:00,1981/07/21 22:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
entrance_island-9451438-usa-noaa,Entrance_Island,9451438,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.81170000,-133.78700000,Unspecified,2006/01/01 01:00:00,2006/06/08 18:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
provorotni_island-9451936-usa-noaa,Provorotni_Island,9451936,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  57.51500000,-135.60000000,Unspecified,2002/01/01 01:00:00,2002/05/22 19:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
point_helen-9454671-usa-noaa,Point_Helen,9454671,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.15330000,-147.76700000,Unspecified,1996/01/01 01:00:00,1996/10/30 20:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nakchamik_island-9458779-usa-noaa,Nakchamik_Island,9458779,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.35170000,-157.81200000,Unspecified,1996/01/01 01:00:00,1996/07/26 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
north_beach_causeway-8722208-usa-noaa,North_Beach_Causeway,8722208,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  27.47170000, -80.32500000,Unspecified,1999/01/01 01:00:00,1999/06/28 21:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cochrane_bay-9454851-usa-noaa,Cochrane_Bay,9454851,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.66330000,-148.35700000,Unspecified,1995/01/01 01:00:00,1995/10/13 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
overstreet-8728957-usa-noaa,Overstreet,8728957,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  29.99670000, -85.37000000,Unspecified,1976/01/01 01:00:00,1976/06/04 05:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tuckahoe_3-8534885-usa-noaa,Tuckahoe_3,8534885,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.29170000, -74.75000000,Unspecified,1979/01/01 01:00:00,1979/09/26 21:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
wards_is-8517401-usa-noaa,Wards_Is,8517401,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.78670000, -73.92170000,Unspecified,1981/01/01 01:00:00,1981/06/29 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bushy_island-9451074-usa-noaa,Bushy_Island,9451074,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.27670000,-132.98500000,Unspecified,2000/01/01 01:00:00,2000/05/10 16:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
montague_island-9454616-usa-noaa,Montague_Island,9454616,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.02500000,-147.59200000,Unspecified,1999/01/01 01:00:00,1999/10/20 17:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sandy_point-8414692-usa-noaa,Sandy_Point,8414692,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  44.50500000, -68.80500000,Unspecified,1984/01/01 01:00:00,1984/06/26 13:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_deposit-8574008-usa-noaa,Port_Deposit,8574008,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  39.60330000, -76.11330000,Unspecified,1983/01/01 01:00:00,1983/06/23 14:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
taku_harbor-9452123-usa-noaa,Taku_Harbor,9452123,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  58.06830000,-134.01200000,Unspecified,1997/01/01 01:00:00,1997/06/19 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
point_harrington-9451005-usa-noaa,Point_Harrington,9451005,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.17830000,-132.69700000,Unspecified,2000/01/01 01:00:00,2000/05/10 15:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
elliott_key_harbor-8723409-usa-noaa,Elliott_Key_Harbor,8723409,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  25.45330000, -80.19670000,Unspecified,1974/01/01 01:00:00,1974/08/14 04:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
coconut_point-8725319-usa-noaa,Coconut_Point,8725319,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  26.40000000, -81.84330000,Unspecified,1973/01/01 01:00:00,1973/07/09 04:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
hendry_creek-8725377-usa-noaa,Hendry_Creek,8725377,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  26.47000000, -81.87670000,Unspecified,1973/01/01 01:00:00,1973/07/10 04:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cape_corwin_gps_tide_buoy-9465988-usa-noaa,Cape_Corwin_Gps_Tide_Buoy,9465988,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  60.00463900,-165.59097200,Unspecified,2019/01/01 01:00:00,2019/09/15 02:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
saltery_cove-9450495-usa-noaa,Saltery_Cove,9450495,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  55.40170000,-132.32800000,Unspecified,2003/01/01 01:00:00,2003/09/04 03:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cove_point-8577188-usa-noaa,Cove_Point,8577188,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  38.39170000, -76.39830000,Unspecified,1983/01/01 01:00:00,1983/12/01 20:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
crisfield-8571091-usa-noaa,Crisfield,8571091,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  37.97670000, -75.86330000,Unspecified,1981/01/01 01:00:00,1981/10/20 11:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
whitestone_narrows-9451741-usa-noaa,Whitestone_Narrows,9451741,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  57.25000000,-135.56700000,Unspecified,2013/01/01 01:00:00,2013/06/18 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
weiser_point-9435308-usa-noaa,Weiser_Point,9435308,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  44.59330000,-124.00800000,Unspecified,1982/01/01 01:00:00,1982/12/06 16:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
monte_carlo_island-9451247-usa-noaa,Monte_Carlo_Island,9451247,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.53500000,-133.76700000,Unspecified,2007/01/01 01:00:00,2007/09/12 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
golf_island-9451421-usa-noaa,Golf_Island,9451421,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.78670000,-135.39300000,Unspecified,2003/01/01 01:00:00,2003/06/26 18:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
unavikshak_island-9458762-usa-noaa,Unavikshak_Island,9458762,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  56.49170000,-157.74000000,Unspecified,1997/01/01 01:00:00,1997/08/27 21:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
edgartown-8448558-usa-noaa,Edgartown,8448558,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  41.38830000, -70.51170000,Unspecified,2004/01/01 01:00:00,2004/09/28 10:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
martha_aos_vineyard_gps_buoy-8448875-usa-noaa,Martha_Aos_Vineyard_Gps_Buoy,8448875,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  41.32620000, -70.59030000,Unspecified,2015/01/01 01:00:00,2015/07/25 16:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bristol_ferry-8451552-usa-noaa,Bristol_Ferry,8451552,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  41.63670000, -71.25500000,Unspecified,1977/01/01 01:00:00,1977/11/08 15:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
teller-9469239-usa-noaa,Teller,9469239,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  65.26670000,-166.35300000,Unspecified,2005/01/01 01:00:00,2005/09/02 21:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sw_terror_bay-9457493-usa-noaa,Sw_Terror_Bay,9457493,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  57.74402800,-153.19547200,Unspecified,2014/01/01 01:00:00,2014/10/16 21:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pyrite_point-9465123-usa-noaa,Pyrite_Point,9465123,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  58.62000000,-161.54200000,Unspecified,1991/01/01 01:00:00,1991/07/27 23:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ocean_ridge-8722718-usa-noaa,Ocean_Ridge,8722718,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  26.52670000, -80.05330000,Unspecified,1973/01/01 01:00:00,1973/05/08 04:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
college_pt-8517276-usa-noaa,College_Pt,8517276,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  40.78330000, -73.85670000,Unspecified,1981/01/01 01:00:00,1981/07/01 12:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
trocadero_bay-9450463-usa-noaa,Trocadero_Bay,9450463,USA,NOAA,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,"https://api.tidesandcurrents.noaa.gov/api/prod/",co-ops.userservices@noaa.gov,  55.35170000,-132.93806000,Unspecified,2009/01/01 01:00:00,2009/06/09 15:00:00,1,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
